Scramble,Scramble Length,Heuristic Type,Heuristic,Wall Time (ns)
F D' R' R' F',5,Single L0,1.4166666,111000
F R' L' R U',5,Single L0,1.25,59200
U U F D' F',5,Single L0,1.4166666,32200
R' F U B R,5,Single L0,1.6666666,32100
D' F' U L' R,5,Single L0,1.8333334,31800
B' D F B B,5,Single L0,1.6666666,21500
U B L' U' F,5,Single L0,0.9166667,20600
B' L' F' B U',5,Single L0,1.6666666,20800
R D U' D' B,5,Single L0,1.4166666,20600
D B L' R' L',5,Single L0,1.6666666,20700
D' L L U' B',5,Single L0,1.6666666,20800
D D L' L' U,5,Single L0,1.5,20700
B' U U D' R',5,Single L0,1.75,20900
B U' L F' R',5,Single L0,1.8333334,20700
R F D' F F,5,Single L0,1.25,20600
B L' F' L F,5,Single L0,1.25,20700
F' U' R R B,5,Single L0,1.5,20600
L' R R B B,5,Single L0,1.5,20600
R L U' F U',5,Single L0,1.6666666,20800
F U' F' U' L',5,Single L0,1.3333334,21100
D R' R' F' L',5,Single L0,1.8333334,20800
F U D' U' F,5,Single L0,1.25,20600
R D L' U D,5,Single L0,1.8333334,20800
F B L' R' F,5,Single L0,1.8333334,20700
R D U' L' U,5,Single L0,1.4166666,20600
U B' B' U' D',5,Single L0,1.1666666,20700
L U B U' U',5,Single L0,1.5,20600
U' U' D R B,5,Single L0,1.8333334,20700
R' B' F B' R,5,Single L0,1.8333334,20700
L L L L F',5,Single L0,0.6666667,20600
B' D U R' B',5,Single L0,1.75,20700
L' B B U R',5,Single L0,1.5833334,20800
R' F' D U' F',5,Single L0,1.9166666,20700
F' F' B' L' B,5,Single L0,1.25,22700
L' L' R' R' B,5,Single L0,1.6666666,20600
U' R' U D' F,5,Single L0,0.6666667,20700
F' R' B L U',5,Single L0,1.6666666,20600
U' F L' R' B',5,Single L0,1.8333334,20700
U' U' F D' U',5,Single L0,1.6666666,20700
U' B R' U F,5,Single L0,1.4166666,22500
B' L' U F' B',5,Single L0,1.6666666,20800
D R U R L',5,Single L0,1.9166666,20600
F B B D R,5,Single L0,1.8333334,31800
L' R' U B L',5,Single L0,1.75,31400
U F F B' B',5,Single L0,1.6666666,33800
L B' B' F' B,5,Single L0,1.6666666,31100
B R' F B' R,5,Single L0,1.5833334,30900
F B' R' F U',5,Single L0,1.9166666,31200
U' R' L' R L',5,Single L0,1.1666666,31000
B' R U' L' L',5,Single L0,1.8333334,27300
U' U' B' U R,5,Single L0,1.25,20600
B L' L' U B',5,Single L0,1.4166666,20700
U' B' D' F' B,5,Single L0,1.5833334,20800
F' D' R D R,5,Single L0,1.5833334,20600
D U' U' F D',5,Single L0,1.25,20500
D L F D' L',5,Single L0,0.9166667,20700
F R U' B L',5,Single L0,1.8333334,20600
U F L' B L,5,Single L0,1.5833334,20900
B' L F L R,5,Single L0,1.9166666,20700
B' F D F B',5,Single L0,1.6666666,23400
F R' B' U B',5,Single L0,1.9166666,20800
D' B L R L',5,Single L0,1.25,20700
D' B' R' B D,5,Single L0,0.8333333,20500
B F' B' D R,5,Single L0,1.25,20800
R L' B' B' R,5,Single L0,1.5,24400
L' R U L B,5,Single L0,1.5,20700
F' F' L F L',5,Single L0,1.0833334,20600
B B R' F' D,5,Single L0,1.9166666,20800
F B L' B' D',5,Single L0,1.5833334,20800
D' D' B R D',5,Single L0,1.5,21600
U' F' F' B B D,6,Single L0,1.3333334,20800
L U' L D D R',6,Single L0,1.75,21200
D F U R L R,6,Single L0,1.9166666,20800
B' U' D' F R B,6,Single L0,1.5833334,22600
D' R' B F D L',6,Single L0,1.0833334,20700
D F' D L B R,6,Single L0,1.5833334,20900
U B' U' R' L' D',6,Single L0,1.75,20700
L' D' F' R' F B,6,Single L0,1.1666666,21000
R' U F' U' B' L',6,Single L0,1.5,20700
U' L' B U' D R',6,Single L0,1.8333334,21000
L U' B R' D' U',6,Single L0,1.75,20700
B L' U R' B' R,6,Single L0,1.8333334,20800
L D F' B R L',6,Single L0,1.8333334,20800
U' D B U R' B',6,Single L0,0.6666667,20800
L' U' F U' R' F,6,Single L0,1.5833334,20700
L F R' L' F L,6,Single L0,1.75,20700
F D' R L R L,6,Single L0,1.8333334,21400
L F' D' R L B,6,Single L0,1.8333334,20600
R B' F B' B' U',6,Single L0,1.6666666,20800
R F' F' R' U' B',6,Single L0,1.8333334,20900
F R' L L B' U',6,Single L0,1.9166666,20900
B' F' D' B L' B,6,Single L0,1.8333334,20700
U' B' U R F L,6,Single L0,1.5,20700
L D' F' U R U',6,Single L0,1.6666666,20800
F' L' U U U L,6,Single L0,1.0833334,20600
R' L' D' F' U' R',6,Single L0,1.8333334,20800
U R U U D' F,6,Single L0,1.5833334,20700
L U B F U D',6,Single L0,1.75,20900
L' U' D B' U B',6,Single L0,1.8333334,20700
F D' R F R' R',6,Single L0,1.4166666,20700
L' U U U U L,6,Single L0,0,20400
F R D' F' F' D,6,Single L0,1.3333334,20700
B R' L B L R',6,Single L0,1.8333334,20900
F R' F' R' L' F',6,Single L0,1.75,20800
D D R D D U',6,Single L0,1.25,20700
U' B' R' U' F U',6,Single L0,1.5833334,20600
U R' R' F B' U',6,Single L0,1.8333334,20800
B R D' L F F,6,Single L0,1.6666666,20700
U' D' D' L R F,6,Single L0,1.8333334,20700
R' D U' D' D' R,6,Single L0,1.6666666,20700
R' F' B L F F,6,Single L0,1.6666666,20700
F R U D R' U,6,Single L0,1.75,20700
D' F' R' D' U D,6,Single L0,1.75,20700
B' B' D F' B' U',6,Single L0,1.75,22700
F R' D' U' L' B',6,Single L0,1.5,20800
L F R U' D R,6,Single L0,1.6666666,20800
D' L' D' L B' R',6,Single L0,1.5833334,20700
F' L R F L B',6,Single L0,1.6666666,21900
F R' D' L' U F,6,Single L0,1.5833334,20800
U' D L' F B' U',6,Single L0,2,20700
L D R' F' D L,6,Single L0,1.75,20700
B' U' F' B' B' U,6,Single L0,1.75,20700
U' U' U' D' L' F,6,Single L0,1.6666666,20600
L' D L' U' L R',6,Single L0,1.75,20900
D B R D F' B,6,Single L0,1.5833334,20800
F L D B R' R',6,Single L0,1.75,20900
L D L U F B',6,Single L0,1.6666666,20700
L U L' B' F' B,6,Single L0,1.4166666,20900
F U D F R U',6,Single L0,1.75,22200
L' L' B D' F' B',6,Single L0,1.3333334,21300
L' R' R' D' B F,6,Single L0,1.8333334,28400
U L' R L' D D,6,Single L0,1.75,28600
R B' U' B' F' R,6,Single L0,1.8333334,28500
D' D' R B L U',6,Single L0,1.5,28400
F' R' F' U L' F,6,Single L0,1.75,20700
R' B' F L' B R',6,Single L0,1.4166666,20700
F L R' R' U' L,6,Single L0,1.8333334,20800
L' R' L D' L L,6,Single L0,1.5833334,20700
B B U' D D B',6,Single L0,1.75,32900
R' L' U B' R' D',6,Single L0,2,31400
F R' D' B U L,6,Single L0,1.6666666,36000
U R' D' B U B',6,Single L0,1.5833334,36200
R U' L' D' D' F',6,Single L0,1.75,36200
D B' L D' L' D',6,Single L0,1.5,20900
R' L D R U R',6,Single L0,1.9166666,20900
U' B' R' D R D',6,Single L0,1.5,20600
U D' D' L' D' L,6,Single L0,1.5833334,20600
R U L' U' B' D,6,Single L0,1.8333334,20600
F' L D' U B' F',6,Single L0,1.8333334,20800
F D L' R D' L',6,Single L0,2,20600
B U' U' B U' F',6,Single L0,1.6666666,20700
F' U D L' B' D,6,Single L0,1.8333334,20600
U F R' F B F',6,Single L0,1.4166666,20700
D' F R D' B' F',6,Single L0,1.5833334,20500
L F' D L F U,6,Single L0,1.4166666,20700
D U' L F' B' U,6,Single L0,1.8333334,20800
B D U D' R' D,6,Single L0,1.4166666,20700
B' F' U R U' D',6,Single L0,1.5,20800
F' R' U' U' U' D,6,Single L0,1.6666666,20600
U' B B L' D L,6,Single L0,1.25,20800
B' U' B R' B' F,6,Single L0,1.75,20500
F' R D' U B' F',6,Single L0,1.6666666,20800
R F R U U F,6,Single L0,1.5833334,22500
D B U D B' D,6,Single L0,1.75,20700
R' B' F' F' U' B,6,Single L0,1.6666666,20700
R' F' F' L F' B,6,Single L0,1.6666666,21200
R' U' B U' F' L,6,Single L0,1.75,21000
R' D R L' F U,6,Single L0,1.5,20800
B L' F' L' D' L,6,Single L0,1.5833334,20800
B L B F' L' D,6,Single L0,1.8333334,20900
L F U' D F L,6,Single L0,1.75,20900
B' B' R B' D U,6,Single L0,1.8333334,20700
R L R F B D',6,Single L0,1.8333334,20800
R' R' D' U' B' U,6,Single L0,1.4166666,20700
R L' D U U L,6,Single L0,1.6666666,20900
B F F D L' U,6,Single L0,1.6666666,20900
D L' U' B' B' L,6,Single L0,1.75,23300
L' D' F B D' R',6,Single L0,1.8333334,20700
L' F B U' B L',6,Single L0,1.6666666,20900
R' F' B' F B R',6,Single L0,0.6666667,20800
R U' F U' B' R,6,Single L0,1.75,20700
B' R' B L B' D,6,Single L0,2,20800
F' R' L' B' R' D',6,Single L0,1.9166666,20700
B L U' R D L,6,Single L0,1.5833334,20900
R' R' B U D' U,6,Single L0,1.5833334,20800
F L' F R D F,6,Single L0,1.9166666,20900
F' B F B D B',6,Single L0,1.25,20600
R B D' D' F L,6,Single L0,1.5,21000
F' B D' B L' D,6,Single L0,1.8333334,20700
R' B' D F' D' R,6,Single L0,1.5,22900
R' B R' U L' F,6,Single L0,1.75,20700
U L R' F' R' U',6,Single L0,1.6666666,20900
R D B B D B,6,Single L0,1.4166666,20800
F' U F D' R U',6,Single L0,1.6666666,20700
D' R B R D' F,6,Single L0,1.75,20700
U' B' B' F L D',6,Single L0,1.5833334,20700
R L F' R L L,6,Single L0,1.5833334,20900
R' U' B' B' L U',6,Single L0,1.75,20800
L' B' F' F' U' B,6,Single L0,1.3333334,20800
L' R U F' D F,6,Single L0,1.6666666,21000
R U B' R B D,6,Single L0,1.5833334,20700
D R D B' F U,6,Single L0,1.6666666,20900
D' F L D B F,6,Single L0,1.5833334,20700
U' L' R' L D F,6,Single L0,1.75,23900
F U' L' L' U D,6,Single L0,1.5833334,21200
R' D B' L R' B',6,Single L0,1.5833334,20900
B R' D F F U',6,Single L0,1.6666666,24100
L B U U U B,6,Single L0,1.6666666,20800
R' L U' R B F',6,Single L0,1.1666666,20700
R B U F' U' B',6,Single L0,0.6666667,20700
B' U' L F L' R,6,Single L0,1.4166666,21200
F' L B L L B',6,Single L0,1.5,22800
D F' L' D' F' U',6,Single L0,1.75,20700
R' U' R D D L',6,Single L0,1.5,20900
L B B B U R,6,Single L0,1.6666666,20700
U U U F' R D,6,Single L0,1.8333334,20600
U R' D L' U' U',6,Single L0,1.75,20800
L D F U L R',6,Single L0,1.9166666,20800
D' F' F' F' U' F',6,Single L0,1.4166666,20800
L D' U D B R',6,Single L0,1.75,20700
F' B' R' L R' L,6,Single L0,2,20800
F' L R D B D,6,Single L0,1.8333334,20800
F' L' L' F L B,6,Single L0,1.5833334,22700
R' B F D' L' F',6,Single L0,1.6666666,20600
U' L' B' L' B R',6,Single L0,1.8333334,20800
D' R' U' F U B,6,Single L0,1.6666666,20600
D F' B' D F' D',6,Single L0,1.75,20700
B' R' U' B' R D,6,Single L0,1.3333334,20800
L' R' L' U L B',6,Single L0,1.9166666,23700
F' D' R' B' D' U',6,Single L0,2,20800
D' B' U' F R F,6,Single L0,1.9166666,20800
R L R' B U' F,6,Single L0,1.75,20800
F F L F' R U',6,Single L0,1.6666666,20700
F L' R' F' D' F',6,Single L0,1.75,20900
F L U' U' L B',6,Single L0,1.6666666,20700
R' U L D' U U,6,Single L0,1.9166666,20800
L' D' B F' L F,6,Single L0,1.3333334,20700
U' B' R' U D U',6,Single L0,1.75,20600
L' B' D L F' R',6,Single L0,1.6666666,20700
R' D R L' R D,6,Single L0,1.9166666,20700
F L D U' B B,6,Single L0,2,20800
D' L D U' R' R',6,Single L0,1.4166666,20600
F' U L' U L' B,6,Single L0,1.6666666,20800
R F' D L F D,6,Single L0,1.8333334,20700
B' U L R' L' L',6,Single L0,1.8333334,20800
U' U' L' U' F U',6,Single L0,0.8333333,20600
R U L' D R' F,6,Single L0,1.5,20900
L R' L' D' U' R,6,Single L0,1.6666666,20700
F U R F' R U',6,Single L0,1.25,20700
D' F R' L' D U,6,Single L0,1.9166666,20600
F U' B' L' F' U,6,Single L0,1.5833334,31600
B' L' D' F' L' U,6,Single L0,1.6666666,31100
U B' D B U' R',6,Single L0,1.25,31000
R' F' L U L B,6,Single L0,1.75,20600
B' L B D U' D',6,Single L0,1.3333334,20900
F' U L R' U L',6,Single L0,1.9166666,20800
U' L F' B' R' B',6,Single L0,1.75,20700
B' D' R U' U' B,6,Single L0,1.75,20800
U' R F' U L U,6,Single L0,1.75,20600
F U' L' L' F L',6,Single L0,1.6666666,20700
U' F' L R' F' D',6,Single L0,1.8333334,22500
L D' U B' L' D,6,Single L0,1.1666666,20600
U' R D' R' L' U',6,Single L0,1.5833334,20700
L B' L' D' B F,6,Single L0,1.6666666,20800
D' D' B U R D',6,Single L0,1.6666666,20700
D' U U B' R R,6,Single L0,1.5833334,20800
F' R' R' L U' B',6,Single L0,1.75,22500
R F' D' U' L L,6,Single L0,1.75,34000
L' R U L' D F,6,Single L0,1.9166666,43000
D' R' D R U' U',6,Single L0,1.25,46100
L' D' L' R' B' L,6,Single L0,1.5833334,45900
R' B B F' B U,6,Single L0,1.6666666,24000
R' L B U L B,6,Single L0,1.75,22000
U' F' F' D R' U',6,Single L0,1.75,21900
B D' U' D L' D,6,Single L0,1.5,21900
B U' L' R' L' B',6,Single L0,1.9166666,21200
U L R D L' R',6,Single L0,1.1666666,20800
B' L D U' F' U',6,Single L0,1.6666666,20700
R R B F D F',6,Single L0,1.4166666,20800
F' B' R F L' F,6,Single L0,1.75,20800
F R' D R U' F',6,Single L0,1.4166666,21000
D R' L F' F' L',6,Single L0,1.6666666,20800
B' L U R B' F',6,Single L0,1.8333334,20900
U L' R D' F' L',6,Single L0,1.8333334,20700
R F D' U L F',6,Single L0,1.6666666,20700
L B' R' D F D',6,Single L0,1.6666666,20800
L L R L' F' F',6,Single L0,1.6666666,20700
B L B' R' L B,6,Single L0,1.9166666,20800
L D R U U D',6,Single L0,1.5833334,20700
R U' F B B D',6,Single L0,1.5,20800
F' R D F D L',6,Single L0,1.3333334,20800
B F D' B D' F',6,Single L0,1.3333334,20800
B' D B' F B' D',6,Single L0,1.8333334,20700
B D' F' F' U R,6,Single L0,1.6666666,20900
D F B' F L D',6,Single L0,1.9166666,20700
U R' R' B F' U,6,Single L0,1.6666666,20900
D' R D' R' F F,6,Single L0,1.4166666,20700
L F' B F' U B,6,Single L0,1.9166666,20900
L' R B F B' F,6,Single L0,1.6666666,20700
U' B U U B' B',6,Single L0,1.4166666,20800
L B R B L U,6,Single L0,1.5833334,20700
R' D' F U' U' F',6,Single L0,1.6666666,20800
U D' B D' D' F',6,Single L0,1.6666666,20800
U L R' R' U' F,6,Single L0,1.8333334,20800
B' B' U B F' R,6,Single L0,2,20800
U U F L B' F,6,Single L0,1.75,20700
L' U' L' B' F' B,6,Single L0,1.5833334,20800
D R D B U' R,6,Single L0,1.75,20700
F' R' U F' B L,6,Single L0,1.75,20900
R D B R U' D',6,Single L0,1.5833334,22500
D U' B' L U R',6,Single L0,1.6666666,20800
L' U B' R' F' B',6,Single L0,1.75,20600
R' U' B R U L',6,Single L0,1.4166666,20700
F' F' L F' R' F',6,Single L0,1.4166666,20600
B' L' D B' D' D',6,Single L0,1.5833334,20900
R' F R' B U L',6,Single L0,1.6666666,20800
U' B F B D' D',6,Single L0,1.75,20800
U' L' R F R B,6,Single L0,1.8333334,20700
U L B R' U' D',6,Single L0,1.5833334,20800
R B' L U B' D,6,Single L0,2,20800
F' L B' R U B,6,Single L0,1.5833334,22700
L' U' R' U B' F',6,Single L0,1.75,20700
L' D F D' F R,6,Single L0,1.25,20900
D' U B' L D U',6,Single L0,1.1666666,20700
D R F B' R' U',6,Single L0,1.8333334,20700
B F' L R F D',6,Single L0,1.25,20800
B' D B F D U',6,Single L0,1.8333334,20800
D B L' U' B' U',6,Single L0,1.75,20900
F B U' B' R' L',6,Single L0,1.5,20900
D U L R D D,6,Single L0,2,20700
U L' R D' R B',6,Single L0,1.8333334,20800
B D' L F' U D,6,Single L0,1.75,21600
U U B L U F',6,Single L0,1.5833334,43400
L' R B' R' L' B',6,Single L0,1.5,29900
F L F' D' R F,6,Single L0,1.3333334,31500
L' U' U' F' D L,6,Single L0,1.75,21000
F B U F' F' R',6,Single L0,1.75,20800
R F D' D' R R,6,Single L0,1.5,20700
F R' F' B D' R',6,Single L0,1.6666666,20800
U R' D F U D,6,Single L0,1.8333334,20700
B U R' F U R,6,Single L0,1.5833334,20800
B' L R' F' B B,6,Single L0,1.8333334,20800
U B' L' B D' R',6,Single L0,1.75,20800
D' L F D U U,6,Single L0,1.5,20700
F D' F' L' D' F',6,Single L0,1.5833334,20600
D' L' L' B L R',6,Single L0,1.8333334,20700
U B' R U U U,6,Single L0,1.3333334,20700
F L L U' R' F',6,Single L0,1.8333334,21200
B D R D' R' U',6,Single L0,1.25,20700
L U' B U' R' L,6,Single L0,1.5,20600
F D R F R U,6,Single L0,1.6666666,20800
R F' R' U R' L,6,Single L0,1.9166666,20600
D' U' R' F' U' F',6,Single L0,1.75,20600
R F L' U' R' F,6,Single L0,1.5833334,20700
L' D D U D' D',6,Single L0,1.1666666,20600
R R U R' U F',6,Single L0,1.1666666,20700
F U R' U L' R',6,Single L0,1.9166666,21900
F D' F F U D',6,Single L0,1.5833334,20700
L F' F' U F R,6,Single L0,1.6666666,22700
D' D' U' L' F' F',6,Single L0,1.5833334,20800
F R L' L' R' L',6,Single L0,1.1666666,20600
R' D' F' U' D' L',6,Single L0,1.6666666,20900
F L' R' D B F',6,Single L0,1.8333334,20700
D' R B B L R,6,Single L0,1.75,20700
U' F' B' B' R U,6,Single L0,1.75,20700
D R' B L' F' B',6,Single L0,1.8333334,20600
L' R' B R' B U',6,Single L0,1.6666666,20700
R' L R' U L L,6,Single L0,1.5833334,20600
D' L U R D' L,6,Single L0,2,20700
L D' U' D B D,6,Single L0,1.8333334,24600
R' B' D U' B' D',6,Single L0,1.4166666,20800
R D L D U' R,6,Single L0,1.8333334,20700
B L' R' B' F' R,6,Single L0,1.8333334,20800
L' B' D B' U B,6,Single L0,1.6666666,20600
F U L' R D' B',6,Single L0,1.9166666,20900
R' F U' B R B',6,Single L0,1.8333334,20700
U' R' F L' B D',6,Single L0,1.6666666,20800
F R U' B' L' R,6,Single L0,1.9166666,20600
F R B U' D' L,6,Single L0,1.75,20900
F L' D' R D B',6,Single L0,1.6666666,20600
U D R F U' L',6,Single L0,1.75,20800
B' F' U U F' B,6,Single L0,1,20700
F' U' L F R' D,6,Single L0,1.5833334,21000
F' D R B B U,6,Single L0,1.4166666,20700
B F' R U L B,6,Single L0,1.5833334,20700
F' F' D U' B' B',6,Single L0,1.6666666,20900
R' L D' B R L,6,Single L0,1.5833334,20800
L F' D F U R,6,Single L0,1.5,20900
D' U L U L F,6,Single L0,1.8333334,20600
R D' D' R' L' F,6,Single L0,1.6666666,22300
L U R' U B' L',6,Single L0,1.5833334,20600
R L' U F' U' B',6,Single L0,1.3333334,23600
L' F U' B' L D',6,Single L0,1.75,20700
L' R U F' L B,6,Single L0,1.6666666,20800
F' U F' R' B' U,6,Single L0,2,20700
F' B' R' F R U',6,Single L0,1.5,32900
F' U' B U L L,6,Single L0,1.75,31000
L' D' L U' L R',6,Single L0,1.75,31100
U R B' L B D,6,Single L0,1.75,20800
R' R' U' B U' R',6,Single L0,1.6666666,20800
U B U R' B D,6,Single L0,1.4166666,20800
L F R' L' F L,6,Single L0,1.75,20800
U R' B R F L',6,Single L0,1.6666666,21000
U' B' U' F' L D',6,Single L0,1.5,20800
D L D' B' U' F,6,Single L0,1.3333334,20800
L B U' B D' U',6,Single L0,1.9166666,20800
R F' B' L' B' U,6,Single L0,1.5833334,20900
U' F F B F' F',6,Single L0,1.1666666,22600
U F' L R R R,6,Single L0,1.8333334,22600
B U U R' D L,6,Single L0,1.8333334,22600
L F L B' D' L',6,Single L0,1.75,22600
D F' U B' F B',6,Single L0,1.6666666,20600
B D L' F' L' R,6,Single L0,1.9166666,21000
R' F L D D B,6,Single L0,1.75,20900
L F U' F B' D,6,Single L0,1.9166666,20900
B' U L R' L D,6,Single L0,1.6666666,20900
D' F' D' L' D D,6,Single L0,1.1666666,20800
B D' L U' L' U,6,Single L0,1.5,20700
U R D' F R L,6,Single L0,1.9166666,22700
L' D' R' U D' L',6,Single L0,1.8333334,20900
L U U F L' F,6,Single L0,1.4166666,20700
R F B' F B B,6,Single L0,1.6666666,20700
L' D' R' B B F',6,Single L0,1.9166666,20700
D B R U L' F',6,Single L0,1.75,21000
D L' U R' F B,6,Single L0,1.6666666,20800
U' D F' U' F D',6,Single L0,1,20800
R D R' R' D' F',6,Single L0,1.3333334,20700
U R L D' L' U,6,Single L0,1.6666666,20800
F U' R D' B' D',6,Single L0,1.9166666,20700
B L F U' D' B,6,Single L0,1.6666666,20900
D U B' B' L' D,6,Single L0,1.6666666,20700
F' L' B B U U,6,Single L0,1.5833334,20800
B R' F' L U L',6,Single L0,1.6666666,20700
B L' L' B R F',6,Single L0,1.5833334,20800
U D' U D U' U',6,Single L0,0,20300
D F B' D' B' D,6,Single L0,1.6666666,20900
U R F R B' F,6,Single L0,1.75,20800
D' R D L' F' B,6,Single L0,1.75,20900
D' U U B' F' U',6,Single L0,1.8333334,20700
F' B F' B F U,6,Single L0,1.6666666,20700
L' B' U' R F L',6,Single L0,1.9166666,20800
U' D L' R' L B',6,Single L0,1.6666666,20700
U L' B F' R F,6,Single L0,1.75,20900
B B F B L' U',6,Single L0,1.6666666,20700
F' R' F B' R B,6,Single L0,1.1666666,20400
U' R' R' D' L' R',6,Single L0,1.8333334,20800
B' R D' B' L L,6,Single L0,1.75,20800
L' L' F U' L L,6,Single L0,1.3333334,20800
B' F D' L' D L',6,Single L0,1.4166666,20800
U' D B' L' B' U',6,Single L0,1.75,20800
B F D R R L',6,Single L0,1.8333334,20900
R' D R' F U' R,6,Single L0,1.75,20700
R U' B F R D',6,Single L0,1.4166666,21000
D' U F' F' L D,6,Single L0,1.5833334,20700
L' B D' R' L' D',6,Single L0,1.8333334,20900
U F' B D' R L',6,Single L0,1.6666666,20800
L R' D' B' D' F',6,Single L0,1.75,20900
D' L U' B R' B',6,Single L0,1.6666666,20900
D' U R' L' B F,6,Single L0,1.6666666,20900
L' B B L F L',6,Single L0,1.75,20800
B' U B D L' D,6,Single L0,1.25,20700
U' U' R' B D U,6,Single L0,1.6666666,20800
D L F L' F U,6,Single L0,1.5,22100
F L L L L R,6,Single L0,1.1666666,20700
R' D B U R' U',6,Single L0,1.3333334,20800
L B' D' L R B',6,Single L0,1.6666666,20900
D' R F L' R D',6,Single L0,1.8333334,20700
R' U' D U' L' U',6,Single L0,1.5833334,23100
U D' D' U U R',6,Single L0,1.6666666,20600
L' F' R' D R U',6,Single L0,1.1666666,20900
L D' L' U' L B',6,Single L0,1.6666666,20800
D L D R F F,6,Single L0,1.5833334,20800
L' R L' U D' R',6,Single L0,1.8333334,20900
F' L' F' F' R' B,6,Single L0,1.5833334,20700
F' U' R' R' U' R',6,Single L0,1.4166666,20900
R' B L' L' R B',6,Single L0,1.6666666,20800
B F' B U F U,6,Single L0,1.4166666,20800
D B' D D U L',6,Single L0,1.8333334,20600
D' L U' B D B',6,Single L0,1.6666666,20700
F' B' L D D L',6,Single L0,1.6666666,20800
L' D R B D' U',6,Single L0,1.5833334,20900
B' L' F' U' U' L,6,Single L0,1.6666666,20800
F' D' U U L' B',6,Single L0,1.75,20700
U R D B' L' U',6,Single L0,1.5833334,20800
F' L' B F L' L',6,Single L0,1.4166666,20700
U D B' B' B' D,6,Single L0,1.5833334,20800
R' F' D' R' D' F',6,Single L0,1.5833334,20800
F' L' F' R' F B,6,Single L0,1.9166666,20700
U' F' B' U' R D,6,Single L0,1.8333334,20800
F L B' U' R' D',6,Single L0,1.5833334,20900
F' L' R' F' B U',6,Single L0,1.8333334,20800
F B' U' F R F,6,Single L0,1.5833334,20700
R' L B' R D' R',6,Single L0,1.6666666,20800
F B' F' D F U',6,Single L0,1.8333334,20900
L' U' F F B B,6,Single L0,1.8333334,20700
U R L F' L' F',6,Single L0,1.5833334,21000
L B R F B L,6,Single L0,1.9166666,20800
R R R B D B,6,Single L0,1.5,20800
F U' B R' U R,6,Single L0,1.5,20600
B' R' F U' B' R,6,Single L0,1.8333334,20800
U' D' U' F' L' F',6,Single L0,1.8333334,20800
F U F F F U,6,Single L0,1,20600
L' F' B' U' R D',6,Single L0,1.6666666,21000
R L D' D' F' D',6,Single L0,1.75,20800
B' B' F' R L F',6,Single L0,2,20900
R L' U D' L' B,6,Single L0,1.6666666,20700
B U D F L' F,6,Single L0,1.5833334,20900
U B' D F' U B',6,Single L0,1.8333334,20800
U' U' L' F' U' R,6,Single L0,1.6666666,20800
D' F' R' B L' B,6,Single L0,1.8333334,20800
R D' F D' U F,6,Single L0,1.5833334,20900
L' F R' L R' B,6,Single L0,1.25,20800
R' U' L U' D R,6,Single L0,1.9166666,20800
U F' B' U R' R',6,Single L0,1.9166666,20700
B L' D' R F U',6,Single L0,1.8333334,20800
L U' U' L' L' D',6,Single L0,1.6666666,20800
B' L' B' R' B F,6,Single L0,1.9166666,22800
U R B L F' F',6,Single L0,1.75,21200
R' B' D' B R F',6,Single L0,1,20700
R L F' D' U L,6,Single L0,2,20900
B' L' B' B' B' F,6,Single L0,1.25,20800
L B D' R U' L',6,Single L0,1.8333334,20800
D' L' R U B' F,6,Single L0,1.6666666,21000
D D L F' D R',6,Single L0,1.75,20700
D U' R U' L U',6,Single L0,1.9166666,20800
L B' F' D' R' L,6,Single L0,2,20800
F F B F' R B,6,Single L0,1.5833334,20900
L D B' F D F',6,Single L0,1.8333334,23200
U L' B B U' R',6,Single L0,1.5833334,20800
R' R' L' F' B R,6,Single L0,2,20700
U' D' L R' B B,6,Single L0,2,27700
F' L' B R' L' D,6,Single L0,1.5833334,43400
